"adminyear","grade","eitem1","eitem2","eitem3","eitem4","eitem5","eitem6","eitem7","eitem8","eitem9","eitem10","eitem11","eitem12","eitem13","eitem14","eitem15","eitem16","eitem17","eitem18","eitem19","eitem20","eitem21","eitem22","eitem23","eitem24","eitem25","eitem26","eitem27","eitem28","eitem29","eitem30","eitem31","eitem32","mitem1","mitem2","mitem3","mitem4","mitem5","mitem6","mitem7","mitem8","mitem9","mitem10","mitem11","mitem12","mitem13","mitem14","mitem15","mitem16","mitem17","mitem18","mitem19","mitem20","mitem21","mitem22","mitem23","mitem24","mitem25","mitem26","mitem27","mitem28","mitem29","mitem30","mitem31","mitem32","mitem33","mitem34","mitem35","mitem36","mitem37","mitem38","mitem39","mitem40","mitem41","mitem42","sitem1","sitem2","sitem3","sitem4","sitem5","sitem6","sitem7","sitem8","sitem9","sitem10","sitem11","sitem12","sitem13","sitem14","sitem15","sitem16","sitem17","sitem18","sitem19","sitem20","sitem21","sitem22","sitem23","sitem24","sitem25","sitem26","sitem27","sitem28","sitem29","sitem30","sitem31","sitem32","sitem33","sitem34","sitem35","sitem36","sitem37","sitem38","sitem39","sitem40","sitem41","sitem42","sitem43","sitem44","sitem45","eteststat","mteststat","steststat","ssubject","ssubject_prior","erawsc","mrawsc","srawsc","escaleds","mscaleds","sscaleds","escaleds2019","escaleds2021","escaleds2022","mscaleds2019","mscaleds2021","mscaleds2022","escaleds.legacy.equivalent","mscaleds.legacy.equivalent","sscaleds.legacy.equivalent","sscaleds_prior","sscaleds.highest.on.nextGen.scale","eperflev","mperflev","sperflev","eperf2","mperf2","sperf2","eassess","massess","sassess","esgp","msgp","esgp2019","esgp2021","esgp2022","msgp2019","msgp2021","msgp2022","idea1","idea2","conv1","conv2","eattempt","mattempt","sattempt","grade2021"
2023,"6",0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,NA,1,0,0,0,0,1,NA,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,14,8,NA,456,460,NA,NA,492,484,NA,474,461,NA,NA,NA,NA,NA,"NM","NM",NA,"Not Meeting","Not Meeting",NA,1,1,NA,NA,NA,NA,NA,28,NA,NA,5,"0.0","0.0","1.0","1.0","F","F",NA,"4"
2023,"6",1,1,1,0,1,1,2,1,0,0,0,6,0,0,1,1,1,1,1,0,1,1,1,2,1,1,4,1,0,1,0,NA,1,1,1,1,1,1,3,1,1,1,1,0,1,4,0,1,1,1,0,0,1,1,1,4,1,1,1,1,2,1,1,1,2,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,32,42,NA,504,516,NA,NA,515,501,NA,509,498,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,NA,NA,NA,NA,28,NA,NA,16,"3.0","2.0","3.0","2.0","F","F",NA,"4"
2023,"6",1,1,1,0,1,1,1,1,0,1,1,5,1,0,0,1,1,1,1,1,0,0,1,2,2,1,4,1,0,1,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,32,9,NA,504,464,NA,NA,512,504,NA,495,490,NA,NA,NA,NA,NA,"M","NM",NA,"Meeting","Not Meeting",NA,1,1,NA,NA,NA,NA,NA,40,NA,NA,23,"3.0","2.0","2.0","2.0","F","F",NA,"4"
2023,"6",1,1,1,1,0,1,1,1,0,0,1,4,0,0,0,1,1,1,0,1,0,1,0,1,0,1,2,0,0,0,0,NA,1,0,1,1,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,0,1,0,1,1,2,0,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,21,22,NA,476,489,NA,NA,495,481,NA,474,471,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,NA,12,NA,NA,18,"2.0","0.0","2.0","2.0","F","F",NA,"4"
2023,"6",1,1,0,1,1,0,2,1,0,1,1,5,2,1,1,1,0,1,1,1,0,1,1,2,2,1,4,1,1,1,1,NA,1,1,1,1,1,1,4,1,1,1,0,1,1,4,1,0,2,1,1,0,1,1,1,4,1,1,1,1,2,1,1,1,3,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,37,49,NA,519,530,NA,NA,508,506,NA,522,505,NA,NA,NA,NA,NA,"M","E",NA,"Meeting","Exceeding",NA,1,1,NA,NA,NA,NA,NA,60,NA,NA,12,"3.0","2.0","2.0","2.0","F","F",NA,"4"
2023,"6",1,1,0,1,1,0,1,1,1,0,1,4,2,1,0,1,1,1,1,0,1,1,0,2,1,1,2,1,1,1,1,NA,1,1,0,0,0,1,2,1,1,1,0,0,1,4,1,0,2,1,0,0,0,1,0,3,1,1,1,1,1,1,1,0,2,1,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,31,34,NA,501,505,NA,NA,NA,497,NA,NA,486,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.0","0.0","2.0","2.0","F","F",NA,NA
2023,"6",0,1,1,1,0,1,2,1,1,0,1,2,1,1,0,1,1,1,1,1,0,1,0,2,2,1,4,0,1,0,0,NA,0,1,1,1,0,1,4,0,0,1,0,1,0,2,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,2,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,29,29,NA,496,499,NA,NA,NA,NA,NA,NA,440,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.0","2.0","1.0","2.0","F","F",NA,NA
2023,"6",1,1,1,0,0,1,1,1,0,0,1,2,2,0,1,1,1,1,1,1,0,1,1,1,2,1,2,0,0,1,0,NA,0,1,0,1,0,1,3,1,0,0,0,0,1,1,1,1,2,1,0,0,1,0,0,2,0,1,0,1,1,0,1,1,2,0,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,26,27,NA,488,496,NA,NA,492,489,NA,467,464,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,NA,43,NA,NA,15,"1.0","1.0","1.0","1.0","F","F",NA,"4"
2023,"6",1,1,1,1,1,1,1,1,0,1,0,4,1,0,1,0,1,0,0,1,1,1,1,2,2,1,4,0,0,1,0,NA,1,1,1,1,0,1,3,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,2,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,30,27,NA,499,496,NA,NA,512,486,NA,492,490,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,NA,4,NA,NA,32,"2.0","2.0","2.0","2.0","F","F",NA,"4"
2023,"6",1,0,1,1,1,1,2,1,0,2,1,4,0,1,0,1,0,1,1,0,1,1,1,2,2,1,2,1,0,1,0,NA,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,3,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,31,21,NA,501,488,NA,NA,512,511,NA,508,502,NA,NA,NA,NA,NA,"M","PM",NA,"Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,NA,67,NA,NA,28,"2.0","0.0","2.0","2.0","F","F",NA,"4"
2023,"6",0,1,0,0,0,1,1,0,1,0,1,1,2,1,0,0,0,0,1,0,0,1,1,1,1,0,3,1,0,0,0,NA,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,18,15,NA,468,478,NA,NA,482,481,NA,462,475,NA,NA,NA,NA,NA,"NM","PM",NA,"Not Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,NA,43,NA,NA,52,"0.0","2.0","1.0","1.0","F","F",NA,"4"
2023,"6",1,1,1,0,0,1,2,1,1,2,1,6,1,0,0,1,0,1,1,1,1,1,0,1,1,0,4,0,0,0,0,NA,0,1,1,1,0,1,4,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,3,1,0,1,0,1,1,1,1,2,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,30,36,NA,499,508,NA,NA,510,497,NA,500,508,NA,NA,NA,NA,NA,"PM","M",NA,"Partially Meeting","Meeting",NA,1,1,NA,NA,NA,NA,NA,24,NA,NA,71,"3.0","2.0","3.0","2.0","F","F",NA,"4"
2023,"6",0,0,0,1,0,0,0,1,0,0,1,4,1,0,0,0,0,1,1,1,0,1,1,2,2,1,4,0,0,1,0,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,23,23,NA,481,491,NA,NA,NA,486,NA,NA,496,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.0","2.0","2.0","2.0","F","F",NA,NA
2023,"6",1,1,1,0,0,1,1,1,0,0,1,4,1,1,0,1,0,1,1,1,1,0,1,2,2,1,4,1,1,1,0,NA,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,2,0,1,1,0,0,1,0,1,2,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,31,30,NA,501,500,NA,NA,515,506,NA,509,494,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,NA,NA,NA,NA,45,NA,NA,9,"2.0","2.0","2.0","2.0","F","F",NA,"4"
2023,"6",1,1,0,0,0,0,1,1,1,0,0,6,2,0,0,1,1,1,1,1,0,1,1,2,2,1,6,0,1,1,1,NA,1,1,1,1,1,1,4,1,1,1,1,1,0,4,0,1,2,1,0,0,1,1,1,3,1,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,34,49,NA,510,530,NA,NA,498,501,NA,527,529,NA,NA,NA,NA,NA,"M","E",NA,"Meeting","Exceeding",NA,1,1,NA,NA,NA,NA,NA,67,NA,NA,71,"3.0","3.0","3.0","3.0","F","F",NA,"4"
2023,"6",1,1,1,1,1,1,1,1,1,0,1,6,2,0,1,1,1,1,1,1,1,1,1,2,1,1,4,1,0,1,1,NA,1,1,1,1,1,0,3,1,0,1,0,1,1,4,1,0,0,0,0,0,1,1,0,3,0,1,1,0,1,0,1,1,4,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,38,33,NA,522,504,NA,NA,515,527,NA,535,508,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,NA,NA,NA,NA,90,NA,NA,8,"3.0","2.0","3.0","2.0","F","F",NA,"4"
2023,"6",1,1,0,1,1,1,1,1,0,2,0,4,1,1,0,1,0,1,1,1,0,0,1,2,2,1,5,1,0,0,1,NA,1,1,0,1,1,1,4,1,1,0,1,0,1,4,0,0,1,0,1,1,0,1,0,3,1,1,1,1,2,1,1,0,4,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,32,38,NA,504,510,NA,NA,512,511,NA,522,496,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,NA,NA,NA,NA,67,NA,NA,2,"2.0","2.0","2.0","3.0","F","F",NA,"4"
2023,"6",1,1,1,1,1,1,2,1,1,2,0,6,0,1,1,1,1,1,1,1,0,0,1,2,2,1,6,0,1,1,1,NA,1,1,1,1,0,1,4,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,3,1,1,0,1,2,1,1,1,4,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,40,51,NA,529,538,NA,NA,NA,531,NA,NA,514,NA,NA,NA,NA,NA,"M","E",NA,"Meeting","Exceeding",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.0","3.0","3.0","3.0","F","F",NA,NA
2023,"6",1,1,0,1,1,1,1,0,1,2,0,4,2,1,0,1,0,1,1,1,1,1,1,2,2,1,6,1,0,1,1,NA,1,1,0,0,0,1,2,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,4,0,1,0,0,1,1,1,0,2,1,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,37,26,NA,519,495,NA,NA,508,501,NA,503,508,NA,NA,NA,NA,NA,"M","PM",NA,"Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,NA,41,NA,NA,63,"2.0","3.0","2.0","3.0","F","F",NA,"4"
2023,"6",1,1,0,1,1,0,0,1,0,0,1,4,2,0,1,0,1,1,1,0,1,1,0,2,1,1,4,0,1,1,0,NA,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,2,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,28,23,NA,493,491,NA,NA,482,495,NA,498,489,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,NA,84,NA,NA,14,"2.0","2.0","2.0","2.0","F","F",NA,"4"
2023,"6",1,1,1,0,1,1,2,1,1,2,1,7,1,1,1,1,1,1,1,1,1,1,1,2,2,1,7,0,0,0,1,NA,1,1,1,1,0,0,4,1,1,1,0,1,0,1,1,0,2,1,0,0,1,0,0,4,1,1,0,1,1,1,1,1,2,1,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,43,36,NA,544,508,NA,NA,522,536,NA,512,493,NA,NA,NA,NA,NA,"E","M",NA,"Exceeding","Meeting",NA,1,1,NA,NA,NA,NA,NA,95,NA,NA,5,"4.0","4.0","3.0","3.0","F","F",NA,"4"
2023,"6",1,1,1,0,0,1,1,1,1,2,1,3,2,0,0,1,1,1,1,0,1,1,1,2,1,1,4,1,1,1,1,NA,0,1,1,0,0,1,3,1,0,1,0,1,0,1,1,0,2,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,34,34,NA,510,505,NA,NA,498,520,NA,509,511,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,NA,NA,NA,NA,96,NA,NA,55,"2.0","2.0","1.0","2.0","F","F",NA,"4"
2023,"6",1,1,1,1,1,0,1,0,0,0,1,5,1,0,0,0,0,0,1,0,1,0,0,1,1,0,5,0,0,1,0,NA,1,1,1,0,0,1,2,0,0,0,0,0,1,4,0,1,1,0,1,0,0,1,1,2,0,1,1,0,0,0,1,1,2,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,23,26,NA,481,495,NA,NA,NA,466,NA,NA,489,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.0","2.0","2.0","3.0","F","F",NA,NA
2023,"6",1,1,0,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,1,0,1,1,1,0,NA,1,1,1,1,1,0,NA,1,0,0,0,0,1,1,0,0,0,1,0,NA,1,1,0,4,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,29,25,NA,496,494,NA,NA,504,504,NA,513,498,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,NA,57,NA,NA,11,"0.0","0.0","1.0","0.0","F","F",NA,"4"
2023,"6",1,1,1,1,1,1,2,1,1,2,0,6,1,1,1,1,1,1,1,1,0,1,1,2,1,1,4,1,1,1,1,NA,1,1,1,1,1,1,3,1,0,0,0,1,1,4,1,0,2,1,1,1,1,1,0,4,1,1,1,1,2,1,1,1,3,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,40,45,NA,529,521,NA,NA,NA,520,NA,NA,518,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.0","2.0","3.0","2.0","F","F",NA,NA
2023,"6",1,1,1,1,0,1,1,1,1,2,0,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,5,1,1,1,1,NA,1,1,1,1,0,1,4,1,1,1,0,1,1,4,1,1,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,36,45,NA,516,521,NA,NA,NA,508,NA,NA,522,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.0","2.0","2.0","3.0","F","F",NA,NA
2023,"6",1,1,0,1,0,0,2,1,1,0,0,3,2,1,1,0,1,0,0,1,1,0,1,2,1,1,1,0,0,0,0,NA,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,23,15,NA,481,478,NA,NA,501,491,NA,470,475,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,NA,25,NA,NA,35,"2.0","0.0","1.0","1.0","F","F",NA,"4"
2023,"6",1,1,1,0,0,1,1,0,1,0,0,2,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,NA,0,1,1,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,17,14,NA,465,476,NA,NA,479,459,NA,455,461,NA,NA,NA,NA,NA,"NM","PM",NA,"Not Meeting","Partially Meeting",NA,1,1,NA,NA,NA,NA,NA,6,NA,NA,23,"1.0","0.0","1.0","1.0","F","F",NA,"4"
2023,"6",1,0,1,0,1,0,1,0,0,0,1,NA,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,9,4,NA,441,442,NA,NA,448,466,NA,440,448,NA,NA,NA,NA,NA,"NM","NM",NA,"Not Meeting","Not Meeting",NA,1,1,NA,NA,NA,NA,NA,56,NA,NA,16,"BL","0.0","BL","0.0","F","F",NA,"4"
2023,"6",1,1,1,0,1,1,2,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,2,1,1,1,0,0,0,0,NA,1,1,1,0,0,0,3,1,0,0,0,1,1,4,0,0,2,0,0,0,1,1,0,2,1,1,1,0,0,1,1,1,2,1,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,22,32,NA,479,503,NA,NA,495,476,NA,495,486,NA,NA,NA,NA,NA,"PM","M",NA,"Partially Meeting","Meeting",NA,1,1,NA,NA,NA,NA,NA,6,NA,NA,15,"0.0","0.0","0.0","1.0","F","F",NA,"4"
