"","adminyear","grade","eitem1","eitem2","eitem3","eitem4","eitem5","eitem6","eitem7","eitem8","eitem9","eitem10","eitem11","eitem12","eitem13","eitem14","eitem15","eitem16","eitem17","eitem18","eitem19","eitem20","eitem21","eitem22","eitem23","eitem24","eitem25","eitem26","eitem27","eitem28","eitem29","eitem30","eitem31","eitem32","mitem1","mitem2","mitem3","mitem4","mitem5","mitem6","mitem7","mitem8","mitem9","mitem10","mitem11","mitem12","mitem13","mitem14","mitem15","mitem16","mitem17","mitem18","mitem19","mitem20","mitem21","mitem22","mitem23","mitem24","mitem25","mitem26","mitem27","mitem28","mitem29","mitem30","mitem31","mitem32","mitem33","mitem34","mitem35","mitem36","mitem37","mitem38","mitem39","mitem40","mitem41","mitem42","sitem1","sitem2","sitem3","sitem4","sitem5","sitem6","sitem7","sitem8","sitem9","sitem10","sitem11","sitem12","sitem13","sitem14","sitem15","sitem16","sitem17","sitem18","sitem19","sitem20","sitem21","sitem22","sitem23","sitem24","sitem25","sitem26","sitem27","sitem28","sitem29","sitem30","sitem31","sitem32","sitem33","sitem34","sitem35","sitem36","sitem37","sitem38","sitem39","sitem40","sitem41","sitem42","sitem43","sitem44","sitem45","eteststat","mteststat","steststat","ssubject","ssubject_prior","erawsc","mrawsc","srawsc","escaleds","mscaleds","sscaleds","escaleds2019","escaleds2021","escaleds2022","mscaleds2019","mscaleds2021","mscaleds2022","escaleds.legacy.equivalent","mscaleds.legacy.equivalent","sscaleds.legacy.equivalent","sscaleds_prior","sscaleds.highest.on.nextGen.scale","eperflev","mperflev","sperflev","eperf2","mperf2","sperf2","eassess","massess","sassess","esgp","msgp","esgp2019","esgp2021","esgp2022","msgp2019","msgp2021","msgp2022","idea1","idea2","conv1","conv2","eattempt","mattempt","sattempt","grade2021"
"120",2023,"06",0,1,0,0,1,1,0,1,0,0,1,8,2,0,1,1,1,1,1,1,0,1,1,2,2,1,2,0,0,1,1,NA,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,2,1,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,32,24,NA,504,492,NA,NA,504,501,NA,483,477,NA,NA,NA,NA,NA,"M","PM",NA,"Meeting","Partially Meeting",NA,1,1,NA,52,83,NA,NA,50,NA,NA,14,"5","0","3","2","F","F",NA,"04"
"121",2023,"06",1,1,1,1,1,1,1,1,1,1,1,5,1,1,0,1,1,1,1,1,1,1,0,2,2,1,4,0,0,1,1,NA,1,0,1,1,0,1,4,1,0,0,0,0,1,4,0,0,0,1,0,0,1,1,0,3,1,0,1,0,1,1,1,1,2,1,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,36,32,NA,516,503,NA,NA,510,511,NA,505,497,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,58,52,NA,NA,70,NA,NA,21,"2","2","3","2","F","F",NA,"04"
"122",2023,"06",1,1,1,1,1,1,1,1,0,2,1,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,0,NA,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,37,17,NA,519,482,NA,NA,536,493,NA,492,464,NA,NA,NA,NA,NA,"M","PM",NA,"Meeting","Partially Meeting",NA,1,1,NA,79,64,NA,NA,2,NA,NA,1,"2","2","1","2","F","F",NA,"04"
"123",2023,"06",1,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,2,1,2,1,1,1,0,NA,0,0,0,0,0,0,1,1,0,1,0,0,0,4,0,1,1,1,0,1,1,0,0,4,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,21,23,NA,476,491,NA,NA,492,489,NA,498,474,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,24,74,NA,NA,43,NA,NA,1,"0","1","1","1","F","F",NA,"04"
"124",2023,"06",1,1,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,13,9,NA,453,464,NA,NA,504,482,NA,477,469,NA,NA,NA,NA,NA,"NM","NM",NA,"Not Meeting","Not Meeting",NA,1,1,NA,3,16,NA,NA,6,NA,NA,10,"0","1","0","1","F","F",NA,"04"
"125",2023,"06",0,0,1,0,1,0,0,1,0,2,1,7,0,0,0,0,1,1,1,1,0,1,0,0,0,0,4,0,0,0,0,NA,1,1,1,0,0,0,4,1,1,1,0,0,1,4,1,0,2,1,1,0,1,1,0,4,1,1,1,1,1,0,1,1,3,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,22,41,NA,479,515,NA,NA,482,501,NA,513,505,NA,NA,NA,NA,NA,"PM","M",NA,"Partially Meeting","Meeting",NA,1,1,NA,15,69,NA,NA,93,NA,NA,26,"4","2","3","2","F","F",NA,"04"
"126",2023,"06",1,1,0,0,1,1,1,0,1,2,1,4,1,1,1,1,1,1,1,0,0,1,1,2,2,1,4,0,0,1,1,NA,1,1,1,1,0,1,4,1,0,1,0,1,1,4,0,1,2,1,1,0,1,0,0,2,1,1,1,1,1,1,1,0,2,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,33,38,NA,507,510,NA,NA,505,497,NA,501,496,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,69,85,NA,NA,34,NA,NA,24,"2","2","2","2","F","F",NA,"04"
"127",2023,"06",1,1,1,0,1,0,1,1,1,2,1,5,2,1,1,1,1,1,1,1,1,1,1,2,2,0,4,0,0,1,0,NA,1,1,1,1,0,0,3,1,1,1,0,1,0,4,1,1,2,1,0,0,1,0,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,36,41,NA,516,515,NA,NA,512,495,NA,500,499,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,85,89,NA,NA,16,NA,NA,40,"3","2","2","2","F","F",NA,"04"
"128",2023,"06",1,1,1,1,1,1,1,1,1,0,1,6,2,1,1,1,1,1,1,1,0,0,1,2,2,1,4,1,0,1,1,NA,1,1,1,1,0,1,4,1,1,1,0,1,1,3,0,0,2,1,0,0,1,1,0,2,1,1,1,1,2,0,1,1,3,1,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,38,39,NA,522,512,NA,NA,516,508,NA,509,508,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,72,54,NA,NA,50,NA,NA,45,"3","2","3","2","F","F",NA,"04"
"129",2023,"06",0,1,0,1,1,1,1,1,0,2,0,5,0,1,1,1,0,1,1,1,0,1,0,1,1,1,4,1,1,1,0,NA,1,1,1,1,0,1,4,1,1,1,0,0,1,4,1,1,2,1,0,0,1,1,1,4,1,1,1,1,2,1,1,0,3,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,30,44,NA,499,519,NA,NA,539,499,NA,522,499,NA,NA,NA,NA,NA,"PM","M",NA,"Partially Meeting","Meeting",NA,1,1,NA,15,87,NA,NA,5,NA,NA,6,"3","2","2","2","F","F",NA,"04"
"130",2023,"06",1,1,1,1,0,1,1,1,1,2,1,4,0,0,1,1,1,1,1,0,0,0,1,2,1,0,2,0,0,1,0,NA,1,1,1,0,0,0,2,1,1,1,0,1,1,4,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,4,1,1,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,27,38,NA,491,510,NA,NA,560,497,NA,500,493,NA,NA,NA,NA,NA,"PM","M",NA,"Partially Meeting","Meeting",NA,1,1,NA,6,89,NA,NA,1,NA,NA,20,"2","0","2","2","F","F",NA,"04"
"131",2023,"06",0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,12,7,NA,450,456,NA,NA,451,467,NA,452,461,NA,NA,NA,NA,NA,"NM","NM",NA,"Not Meeting","Not Meeting",NA,1,1,NA,40,25,NA,NA,60,NA,NA,28,"0","0","1","1","F","F",NA,"04"
"132",2023,"06",1,1,0,1,1,1,1,1,0,0,1,4,0,1,0,0,1,0,1,1,1,1,1,2,2,1,4,1,1,1,1,NA,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,32,24,NA,504,492,NA,NA,522,493,NA,492,493,NA,NA,NA,NA,NA,"M","PM",NA,"Meeting","Partially Meeting",NA,1,1,NA,55,35,NA,NA,5,NA,NA,41,"2","2","2","2","F","F",NA,"04"
"133",2023,"06",1,1,0,1,1,1,0,1,0,0,1,5,0,1,0,1,1,1,1,1,1,1,1,2,1,1,4,0,0,1,1,NA,1,0,1,1,1,0,3,1,0,0,0,1,1,2,1,0,2,1,0,0,1,0,1,4,0,1,1,0,2,0,0,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,31,34,NA,501,505,NA,NA,539,501,NA,552,506,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,17,10,NA,NA,7,NA,NA,2,"2","2","3","2","F","F",NA,"04"
"134",2023,"06",0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,NA,1,0,0,0,0,1,NA,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,14,8,NA,456,460,NA,NA,492,484,NA,474,461,NA,NA,NA,NA,NA,"NM","NM",NA,"Not Meeting","Not Meeting",NA,1,1,NA,9,19,NA,NA,28,NA,NA,5,"0","0","1","1","F","F",NA,"04"
"135",2023,"06",1,1,1,0,1,1,2,1,0,0,0,6,0,0,1,1,1,1,1,0,1,1,1,2,1,1,4,1,0,1,0,NA,1,1,1,1,1,1,3,1,1,1,1,0,1,4,0,1,1,1,0,0,1,1,1,4,1,1,1,1,2,1,1,1,2,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,32,42,NA,504,516,NA,NA,515,501,NA,509,498,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,40,89,NA,NA,28,NA,NA,16,"3","2","3","2","F","F",NA,"04"
"136",2023,"06",1,1,1,0,1,1,1,1,0,1,1,5,1,0,0,1,1,1,1,1,0,0,1,2,2,1,4,1,0,1,0,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,32,9,NA,504,464,NA,NA,512,504,NA,495,490,NA,NA,NA,NA,NA,"M","NM",NA,"Meeting","Not Meeting",NA,1,1,NA,39,1,NA,NA,40,NA,NA,23,"3","2","2","2","F","F",NA,"04"
"137",2023,"06",1,1,1,1,0,1,1,1,0,0,1,4,0,0,0,1,1,1,0,1,0,1,0,1,0,1,2,0,0,0,0,NA,1,0,1,1,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,2,0,0,1,0,1,0,1,1,2,0,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,21,22,NA,476,489,NA,NA,495,481,NA,474,471,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,41,90,NA,NA,12,NA,NA,18,"2","0","2","2","F","F",NA,"04"
"138",2023,"06",1,1,0,1,1,0,2,1,0,1,1,5,2,1,1,1,0,1,1,1,0,1,1,2,2,1,4,1,1,1,1,NA,1,1,1,1,1,1,4,1,1,1,0,1,1,4,1,0,2,1,1,0,1,1,1,4,1,1,1,1,2,1,1,1,3,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,37,49,NA,519,530,NA,NA,508,506,NA,522,505,NA,NA,NA,NA,NA,"M","E",NA,"Meeting","Exceeding",NA,1,1,NA,76,96,NA,NA,60,NA,NA,12,"3","2","2","2","F","F",NA,"04"
"139",2023,"06",1,1,0,1,1,0,1,1,1,0,1,4,2,1,0,1,1,1,1,0,1,1,0,2,1,1,2,1,1,1,1,NA,1,1,0,0,0,1,2,1,1,1,0,0,1,4,1,0,2,1,0,0,0,1,0,3,1,1,1,1,1,1,1,0,2,1,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,31,34,NA,501,505,NA,NA,NA,497,NA,NA,486,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,56,95,NA,NA,NA,NA,NA,NA,"2","0","2","2","F","F",NA,NA
"140",2023,"06",0,1,1,1,0,1,2,1,1,0,1,2,1,1,0,1,1,1,1,1,0,1,0,2,2,1,4,0,1,0,0,NA,0,1,1,1,0,1,4,0,0,1,0,1,0,2,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,2,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,29,29,NA,496,499,NA,NA,NA,NA,NA,NA,440,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,NA,99,NA,NA,NA,NA,NA,NA,"1","2","1","2","F","F",NA,NA
"141",2023,"06",1,1,1,0,0,1,1,1,0,0,1,2,2,0,1,1,1,1,1,1,0,1,1,1,2,1,2,0,0,1,0,NA,0,1,0,1,0,1,3,1,0,0,0,0,1,1,1,1,2,1,0,0,1,0,0,2,0,1,0,1,1,0,1,1,2,0,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,26,27,NA,488,496,NA,NA,492,489,NA,467,464,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,55,99,NA,NA,43,NA,NA,15,"1","1","1","1","F","F",NA,"04"
"142",2023,"06",1,1,1,1,1,1,1,1,0,1,0,4,1,0,1,0,1,0,0,1,1,1,1,2,2,1,4,0,0,1,0,NA,1,1,1,1,0,1,3,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,2,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,30,27,NA,499,496,NA,NA,512,486,NA,492,490,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,67,58,NA,NA,4,NA,NA,32,"2","2","2","2","F","F",NA,"04"
"143",2023,"06",1,0,1,1,1,1,2,1,0,2,1,4,0,1,0,1,0,1,1,0,1,1,1,2,2,1,2,1,0,1,0,NA,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,3,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,31,21,NA,501,488,NA,NA,512,511,NA,508,502,NA,NA,NA,NA,NA,"M","PM",NA,"Meeting","Partially Meeting",NA,1,1,NA,20,3,NA,NA,67,NA,NA,28,"2","0","2","2","F","F",NA,"04"
"144",2023,"06",0,1,0,0,0,1,1,0,1,0,1,1,2,1,0,0,0,0,1,0,0,1,1,1,1,0,3,1,0,0,0,NA,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,18,15,NA,468,478,NA,NA,482,481,NA,462,475,NA,NA,NA,NA,NA,"NM","PM",NA,"Not Meeting","Partially Meeting",NA,1,1,NA,37,61,NA,NA,43,NA,NA,52,"0","2","1","1","F","F",NA,"04"
"145",2023,"06",1,1,1,0,0,1,2,1,1,2,1,6,1,0,0,1,0,1,1,1,1,1,0,1,1,0,4,0,0,0,0,NA,0,1,1,1,0,1,4,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,3,1,0,1,0,1,1,1,1,2,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,30,36,NA,499,508,NA,NA,510,497,NA,500,508,NA,NA,NA,NA,NA,"PM","M",NA,"Partially Meeting","Meeting",NA,1,1,NA,42,46,NA,NA,24,NA,NA,71,"3","2","3","2","F","F",NA,"04"
"146",2023,"06",0,0,0,1,0,0,0,1,0,0,1,4,1,0,0,0,0,1,1,1,0,1,1,2,2,1,4,0,0,1,0,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,23,23,NA,481,491,NA,NA,NA,486,NA,NA,496,NA,NA,NA,NA,NA,"PM","PM",NA,"Partially Meeting","Partially Meeting",NA,1,1,NA,46,26,NA,NA,NA,NA,NA,NA,"2","2","2","2","F","F",NA,NA
"147",2023,"06",1,1,1,0,0,1,1,1,0,0,1,4,1,1,0,1,0,1,1,1,1,0,1,2,2,1,4,1,1,1,0,NA,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,2,0,1,1,0,0,1,0,1,2,1,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,31,30,NA,501,500,NA,NA,515,506,NA,509,494,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,25,45,NA,NA,45,NA,NA,9,"2","2","2","2","F","F",NA,"04"
"148",2023,"06",1,1,0,0,0,0,1,1,1,0,0,6,2,0,0,1,1,1,1,1,0,1,1,2,2,1,6,0,1,1,1,NA,1,1,1,1,1,1,4,1,1,1,1,1,0,4,0,1,2,1,0,0,1,1,1,3,1,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,34,49,NA,510,530,NA,NA,498,501,NA,527,529,NA,NA,NA,NA,NA,"M","E",NA,"Meeting","Exceeding",NA,1,1,NA,73,55,NA,NA,67,NA,NA,71,"3","3","3","3","F","F",NA,"04"
"149",2023,"06",1,1,1,1,1,1,1,1,1,0,1,6,2,0,1,1,1,1,1,1,1,1,1,2,1,1,4,1,0,1,1,NA,1,1,1,1,1,0,3,1,0,1,0,1,1,4,1,0,0,0,0,0,1,1,0,3,0,1,1,0,1,0,1,1,4,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T","T",NA,NA,NA,38,33,NA,522,504,NA,NA,515,527,NA,535,508,NA,NA,NA,NA,NA,"M","M",NA,"Meeting","Meeting",NA,1,1,NA,47,11,NA,NA,90,NA,NA,8,"3","2","3","2","F","F",NA,"04"
